u,g,r,i,z,class
23.26192,21.84403,20.151329999999998,18.6774,17.87282,M
25.08594,22.056720000000002,20.23516,18.40802,17.363670000000003,M
24.77821,22.46238,20.38764,19.246920000000003,18.466720000000002,M
21.69417,19.11328,17.677039999999998,16.28584,15.535420000000002,M
24.92533,22.45596,20.37879,19.29712,18.53298,M
23.643179999999997,21.40472,19.579729999999998,18.28718,17.50339,M
22.850839999999998,21.576729999999998,19.45352,18.27488,17.55163,M
24.65462,21.54822,19.50371,18.44355,17.71024,M
25.340989999999998,21.17502,19.70954,18.12676,17.25548,M
23.92207,21.94134,19.91528,18.60603,17.81445,M
24.04867,21.54721,19.587870000000002,18.34638,17.5588,M
24.459220000000002,22.0564,20.08305,18.61086,17.71215,M
24.466910000000002,22.32479,20.47206,18.87305,17.91333,M
24.066029999999998,22.382360000000002,20.3628,19.22393,18.44921,M
23.506520000000002,22.847479999999997,21.13458,19.41848,18.43334,M
25.20123,22.680120000000002,20.8584,19.15778,18.15419,M
23.75874,22.13737,20.19501,19.09672,18.46234,M
25.2646,22.40012,20.396420000000003,19.4027,18.7938,M
24.91481,22.00714,20.08389,18.70457,17.87924,M
23.14397,20.84336,19.272129999999997,18.01687,17.35071,M
22.95549,21.40952,19.96677,18.61538,17.92212,M
25.93706,22.63901,20.58488,19.46868,18.677989999999998,M
17.33677,16.34635,16.19969,16.21041,16.1905,A
18.119229999999998,16.53765,16.26839,16.216479999999997,16.11358,A
19.33385,17.759339999999998,16.98825,16.66021,16.39917,F
17.52972,16.12791,15.89448,15.753820000000001,15.75939,A
18.90365,17.3886,17.1086,16.93149,16.92322,A
18.6198,16.837629999999997,16.01165,15.677610000000001,15.48659,F
17.576710000000002,16.082179999999997,15.859720000000001,15.813229999999999,15.75961,A
17.16191,15.573820000000001,15.18529,15.046270000000002,14.98732,A
18.63446,17.00677,16.63997,16.53359,16.453429999999997,A
19.60945,18.01281,17.168129999999998,16.912370000000003,16.71236,F
17.29658,15.796439999999999,15.4267,15.28705,15.22184,A
16.45487,15.41446,15.305229999999998,15.303729999999998,15.310770000000002,A
18.18623,16.65819,16.352079999999997,16.23272,16.17879,A
17.132089999999998,15.66285,15.28057,15.14163,15.092270000000001,A
18.92754,17.419970000000003,17.20492,17.12405,17.079060000000002,A
18.81245,17.24694,16.83948,16.64682,16.545170000000002,A
18.89091,17.35112,16.97392,16.797220000000003,16.713729999999998,A
18.97211,17.45599,17.12911,16.98712,16.92596,A
18.56812,17.055139999999998,16.76553,16.65936,16.60282,A
17.49614,15.947170000000002,15.4357,15.518820000000002,15.14042,A
18.24829,16.77017,16.570870000000003,16.52364,16.49072,A
17.993370000000002,16.67178,16.490270000000002,16.475179999999998,16.4396,A
17.52994,16.18587,16.05114,16.03558,16.03015,A
19.11182,17.5097,17.08832,16.930320000000002,16.82873,A
19.42064,17.7815,17.02739,16.69161,16.503220000000002,F
18.48295,16.826,15.99431,15.636970000000002,15.4594,F
17.97717,16.445999999999998,16.17982,16.1179,16.03833,A
18.112000000000002,16.52535,16.05188,15.87817,15.724739999999999,A
18.42004,16.83249,16.40431,16.2373,16.08535,A
18.93415,17.21358,16.77596,16.609460000000002,16.440089999999998,A
18.377670000000002,16.69032,15.829379999999999,15.47509,15.226389999999999,F
18.833479999999998,17.17194,16.75564,16.59186,16.425629999999998,A
18.33959,16.82885,16.5404,16.438860000000002,16.31946,A
19.23124,17.54514,17.16556,17.01041,16.8688,A
18.186329999999998,16.492179999999998,15.659670000000002,15.291129999999999,15.26501,F
18.06032,16.33586,15.89192,15.71035,15.64135,A
17.497329999999998,15.97006,15.2262,14.95306,15.023779999999999,F
18.24338,16.68619,16.375870000000003,16.334020000000002,16.26546,A
18.85836,17.29233,16.93884,16.87596,16.785610000000002,A
18.00716,16.47253,15.693129999999998,15.408560000000001,15.44842,F
18.63124,17.04937,16.592489999999998,16.45704,16.30141,A
18.2952,16.57379,15.942429999999998,15.7357,15.573160000000001,A
18.35259,16.77285,16.1114,15.89119,15.989320000000001,A
17.58514,16.03153,15.23069,14.95917,14.77573,F
18.788079999999997,17.381420000000002,16.65322,16.40166,16.21516,F
19.38573,17.842779999999998,17.065170000000002,16.76703,16.57273,F
18.84376,17.31775,16.50498,16.17983,15.91045,F
19.84504,18.10868,17.32508,16.91486,16.69359,F
18.84954,17.32501,16.97747,16.8583,16.73323,A
18.42575,16.992520000000003,16.69698,16.62129,16.50927,A
17.88847,16.514110000000002,16.25244,16.20239,16.10059,A
17.07695,15.62674,15.19387,15.0416,14.96089,A
16.8937,15.705179999999999,15.504610000000001,15.4865,15.42175,A
18.698970000000003,17.120639999999998,16.57094,16.35879,16.15019,A
18.9043,17.25943,16.76556,16.56979,16.44033,A
18.61887,17.145220000000002,16.30048,16.196460000000002,15.69297,F
18.41466,17.04577,16.68788,16.556070000000002,16.46717,A
19.57255,18.59834,18.479110000000002,18.45792,18.604589999999998,A
22.04315,19.26164,17.784129999999998,16.77652,16.18628,M
19.02585,18.11727,17.80651,17.66225,17.54215,A
21.28988,18.506829999999997,17.07453,15.59058,14.76091,M
21.54814,18.615470000000002,17.1629,16.21461,15.6763,M
21.373260000000002,18.74155,17.338829999999998,16.477120000000003,15.98536,M
21.11124,18.391389999999998,16.96526,16.07603,15.576529999999998,M
19.00703,17.37258,16.68719,16.40405,16.24372,F
20.744770000000003,18.21709,16.893729999999998,16.07635,15.62483,M
21.15435,18.536620000000003,17.185589999999998,16.046789999999998,15.4182,M
19.46423,18.04963,17.51959,17.27666,17.179000000000002,F
16.50125,16.24466,16.61562,16.886979999999998,17.09321,A
17.93104,16.98634,16.656979999999997,16.5344,16.47328,F
19.49682,18.58812,18.28858,18.15737,18.08125,A
21.08226,20.15043,20.46711,20.58211,20.605179999999997,A
21.12642,18.33941,16.856920000000002,16.07872,15.64536,M
20.640729999999998,19.477510000000002,19.31182,19.2361,19.175929999999997,A
20.325,18.58005,17.86451,18.1092,17.41232,F
17.651670000000003,16.56189,16.115679999999998,15.94325,15.84189,F
20.51455,19.38564,19.23989,19.1419,19.06861,A
17.792279999999998,16.7612,16.573529999999998,16.50228,16.53295,A
17.348010000000002,16.48561,16.73883,16.88164,17.046889999999998,A
18.53829,17.551029999999997,17.065160000000002,16.85526,16.74448,F
21.43151,18.762439999999998,17.216839999999998,15.78605,14.9617,M
22.87428,20.34364,18.86711,18.13394,17.71312,M
19.25699,18.88777,19.24915,19.48283,19.65746,A
17.309620000000002,16.39451,16.09132,15.96611,15.927929999999998,F
24.57292,23.34074,21.457320000000003,19.52501,18.45786,M
19.43489,18.37036,18.01199,17.86986,17.81917,F
19.87596,18.50478,17.94492,17.74553,18.26785,F
19.17975,18.02082,17.64545,17.50145,17.42331,F
19.9594,18.83464,18.57084,18.48365,18.494979999999998,A
16.54656,15.437320000000001,15.20512,15.14775,15.17675,F
19.95581,18.73252,18.8421,18.95502,18.96529,A
16.65563,15.47657,15.25354,15.19835,15.22635,F
18.25562,17.19806,17.14809,17.22503,17.33925,A
17.66902,16.72692,16.38983,16.26176,16.21687,F
17.69622,16.595679999999998,16.223760000000002,16.11131,16.071360000000002,F
21.73909,19.053379999999997,17.67615,16.51414,15.898279999999998,M
20.82562,19.94461,19.06186,17.85536,17.1302,M
24.34968,21.84528,20.09382,18.931060000000002,18.28965,M
23.46886,20.83018,19.44993,18.61449,18.17221,M
23.77178,21.64046,19.97535,19.05421,18.56691,M
20.32957,19.1201,18.746270000000003,18.58556,18.574720000000003,F
25.596120000000003,23.069779999999998,21.38866,19.35386,18.27851,M
18.86138,17.99595,17.6831,17.5405,17.45522,A
19.64291,18.51045,18.08478,17.89765,17.80268,F
16.34056,15.191679999999998,15.0855,15.088470000000001,15.136270000000001,A
22.71123,20.83071,18.78947,17.61332,16.98864,M
18.74539,17.714470000000002,17.513070000000003,18.08602,17.45598,A
17.93554,16.94836,16.632479999999997,16.513170000000002,16.48425,F
17.34755,16.25617,15.884139999999999,15.74758,15.69775,F
24.08588,22.45768,21.069229999999997,19.10558,18.068479999999997,M
24.57803,22.17374,20.796,18.8567,17.720760000000002,M
24.61234,22.56389,21.06541,19.10385,18.03184,M
24.55946,21.82785,20.1994,17.91566,16.65762,M
24.86114,22.777639999999998,21.62261,19.05755,17.72099,M
19.97065,18.66941,18.8734,19.00394,19.04787,A
19.35351,18.24093,18.06929,18.015539999999998,18.01201,A
18.240270000000002,16.99563,16.939410000000002,16.96268,16.99821,A
23.39162,22.39695,20.52587,19.341829999999998,18.51877,M
20.41824,19.19173,18.93938,18.88661,18.96418,F
25.24364,22.55755,21.1155,19.1851,18.07,M
23.146179999999998,22.05815,20.45959,18.54148,17.47655,M
20.17673,19.02913,18.88178,18.84526,18.98743,F
17.0292,15.76578,15.97458,16.12483,16.2313,A
17.93587,16.882189999999998,16.553379999999997,16.44161,16.41481,F
16.34889,15.10702,14.989370000000001,15.004620000000001,15.06151,A
18.09427,17.052,16.71144,16.57491,16.52505,F
23.72845,22.55266,20.81837,19.0016,17.95671,M
18.89039,17.8934,17.48133,17.29141,17.229329999999997,F
17.17737,16.30122,16.05116,15.949489999999999,15.916529999999998,A
24.619510000000002,21.85016,20.22757,18.3334,17.313579999999998,M
16.4483,15.291229999999999,14.96384,14.866270000000002,14.85011,F
24.51137,23.104879999999998,21.4548,19.30534,18.18555,M
18.502229999999997,17.29607,16.86543,16.72513,16.6716,F
19.45455,18.44674,18.479039999999998,18.8584,19.55714,M
24.67695,21.105320000000003,19.642870000000002,18.38712,17.74072,M
17.63053,16.48028,16.125870000000003,16.006970000000003,15.98267,F
19.65505,18.56762,18.31305,18.247510000000002,18.2757,F
19.72253,18.563489999999998,18.21784,18.10823,18.01235,F
18.97502,17.900479999999998,17.51716,17.39698,17.33985,F
18.264470000000003,18.39089,18.762829999999997,19.03378,19.2206,O
18.8157,17.61564,17.46866,17.44562,17.48476,A
25.64627,22.1534,20.62523,18.69516,17.64794,M
18.216260000000002,17.1094,17.00395,17.0594,17.124129999999997,A
20.13148,18.882179999999998,18.77625,18.735529999999997,18.7646,A
17.71807,16.7614,16.43631,16.29402,16.25371,F
25.53896,21.9445,20.41913,18.517889999999998,17.44435,M
17.20586,16.163710000000002,15.90279,15.84426,15.862020000000001,F
18.69079,17.15331,16.58288,16.38345,16.336879999999997,F
23.08963,20.90426,19.58134,18.93348,18.12154,M
22.66413,20.02295,18.545820000000003,22.39842,17.38631,M
16.8699,16.03633,15.723729999999998,15.60175,15.54691,F
24.406670000000002,22.49792,21.11976,19.12204,17.99708,M
18.574579999999997,17.580579999999998,17.2968,17.1833,17.15951,F
24.28193,21.39385,20.010579999999997,18.93821,18.33148,M
20.768060000000002,19.58364,19.29511,19.18308,19.094,F
24.552570000000003,23.319779999999998,21.55341,19.25521,18.00467,M
16.59552,15.46155,15.06081,14.894470000000002,14.852360000000001,F
19.0282,17.761329999999997,17.719910000000002,17.768520000000002,17.82639,A
18.02606,16.71519,16.788829999999997,16.87325,16.979210000000002,A
18.50197,17.36103,16.97606,16.819020000000002,16.76231,F
18.358620000000002,17.22318,16.84817,16.70275,16.66817,F
19.78881,18.5397,18.67997,18.82801,18.81204,A
16.80548,15.562220000000002,15.4751,15.512070000000001,15.56955,A
23.62964,20.942870000000003,19.38972,18.47364,17.82555,M
18.40793,17.27756,16.8563,16.72777,16.64493,F
20.30044,19.21898,18.82893,18.69415,18.694879999999998,F
24.24683,22.8163,20.92407,19.097070000000002,18.10098,M
19.56371,18.562910000000002,18.23794,18.11678,18.09751,F
24.63211,21.0448,19.33442,18.20109,17.55359,M
20.12964,20.251720000000002,20.52979,20.70324,20.683770000000003,O
21.987170000000003,19.303620000000002,17.71881,15.81845,14.80013,M
17.55345,16.56404,16.24981,16.12155,16.08859,F
24.28225,22.59346,21.13252,18.85173,17.647679999999998,M
23.80497,21.16001,19.55419,17.492070000000002,16.39004,M
25.524810000000002,23.03044,21.29107,19.20893,18.13518,M
24.218020000000003,23.31629,21.514039999999998,19.48331,18.36195,M
23.55424,22.173270000000002,20.415,18.339370000000002,17.24684,M
18.76122,17.8728,17.58455,17.47725,17.46866,A
17.08534,15.83731,16.0423,16.20264,16.31405,A
19.4056,18.46336,18.151889999999998,18.04139,18.10254,F
17.539939999999998,16.46084,16.386429999999997,16.373079999999998,16.41341,A
17.93964,16.64782,16.747329999999998,16.83905,16.89815,A
16.83965,15.556420000000001,15.6685,15.7765,15.836820000000001,A
23.673370000000002,22.36431,20.8771,19.511229999999998,18.693820000000002,M
23.52241,22.64661,21.15972,18.92973,17.75263,M
17.57851,16.43525,16.11893,16.01605,16.01775,F
18.52691,17.64051,17.38374,17.288729999999997,17.26868,A
17.62656,16.48155,16.5474,16.62736,16.69629,A
25.040860000000002,22.3671,20.90115,18.89333,17.832160000000002,M
19.54808,18.39885,18.58284,18.68812,18.80966,A
18.81373,17.86482,17.577939999999998,17.44697,17.3967,F
19.33837,18.25765,17.848489999999998,17.68218,17.55745,F
19.00517,18.56242,18.758879999999998,18.95008,18.90107,M
20.055870000000002,19.01246,19.18074,19.41461,19.44421,A
26.451790000000003,21.335739999999998,19.79553,17.84954,16.84134,M
23.17328,21.708479999999998,20.19817,18.27465,17.2899,M
24.31813,21.27042,19.69443,17.65922,16.54614,M
23.956999999999997,22.802970000000002,21.15679,19.32439,18.28872,M
20.54,19.238979999999998,19.198610000000002,19.26555,19.27039,A
17.6966,16.81533,16.53174,16.43393,16.42004,F
24.98293,22.12143,20.60551,18.62247,17.60117,M
20.45167,19.16388,19.23171,19.39951,19.331789999999998,A
26.16265,26.17759,22.06514,19.442220000000002,17.77582,M
18.5563,17.41055,17.43025,17.487070000000003,17.59844,A
24.2141,22.9015,21.23394,19.23767,18.19248,M
19.54561,18.55555,18.22508,18.0958,18.05779,F
24.66137,23.19975,21.594170000000002,19.36374,18.06243,M
17.080479999999998,16.09601,15.754079999999998,15.6239,15.590679999999999,F
19.15087,18.19063,17.86084,17.752760000000002,17.70575,F
18.33734,17.21942,17.194879999999998,17.215729999999997,17.26665,A
23.49265,22.53264,21.05256,19.680039999999998,18.59103,M
16.92139,15.6769,15.222779999999998,15.058060000000001,14.99279,F
23.10915,22.22859,20.702939999999998,19.5714,19.08072,M
23.987470000000002,22.03673,20.443089999999998,19.39015,18.69154,M
19.005589999999998,17.63585,17.1146,17.38267,16.834310000000002,F
22.94221,19.84066,18.28067,17.08314,16.48197,M
19.56515,18.68885,18.40219,18.27102,18.232429999999997,A
25.04873,22.07368,20.92839,20.23443,20.30224,M
21.06317,18.36637,16.97198,15.58146,14.867920000000002,M
24.38,22.90907,21.173000000000002,20.05556,19.66404,M
17.327360000000002,16.119510000000002,16.06844,16.06881,16.080679999999997,A
19.07686,18.09828,17.774420000000003,17.63336,17.5882,F
22.89252,21.258770000000002,19.92134,19.27394,18.90051,M
18.01482,17.12167,16.8356,16.71912,16.66687,A
20.7157,19.115289999999998,19.082639999999998,19.06883,19.19177,A
21.17928,18.404420000000002,16.92555,16.16745,15.7348,M
18.00368,17.07562,16.725170000000002,16.56127,16.48234,A
23.137829999999997,20.99594,19.41948,18.789939999999998,18.359720000000003,M
24.04176,22.76091,20.8296,20.2415,19.73026,M
24.92782,22.47433,20.67643,18.15766,16.700670000000002,M
25.68769,24.85069,21.449460000000002,19.97673,19.13668,M
20.53978,19.57079,19.15847,19.02572,19.00614,F
19.590239999999998,19.358610000000002,19.1397,18.58935,18.11959,M
23.34767,23.97271,21.583370000000002,20.165329999999997,19.54966,M
19.75466,18.49527,17.97906,17.75664,17.66281,F
17.56129,16.42493,16.35298,16.39455,16.43733,A
19.19076,17.978379999999998,17.489320000000003,17.3086,17.22864,F
23.218120000000003,22.915979999999998,21.42345,20.170270000000002,19.041729999999998,M
23.42042,20.73621,19.16479,18.66102,17.6424,M
19.3566,18.25275,18.19282,18.18228,18.20655,A
19.8146,18.684,18.59394,18.61191,18.656570000000002,A
21.152639999999998,19.96405,19.397129999999997,19.180979999999998,19.04172,F
18.431420000000003,16.94179,16.32607,16.10932,15.96977,F
24.423170000000002,22.12695,20.77619,19.42499,18.7971,M
19.9222,18.80411,18.41009,18.26079,18.20559,F
24.3699,20.59244,19.16019,18.24188,17.76321,M
25.0408,22.31092,20.75064,19.65304,19.02211,M
18.87878,17.31336,16.70234,16.48075,16.37801,F
20.3129,18.13567,16.81249,15.992510000000001,15.544,M
21.45109,18.92364,17.46728,16.73509,16.31916,M
18.53944,16.97125,16.394000000000002,16.20441,16.09631,F
17.38599,15.93542,15.37362,15.1524,15.053270000000001,F
18.385379999999998,17.11382,16.670560000000002,16.50933,16.43872,F
21.12764,19.765060000000002,19.22774,19.0548,18.884610000000002,F
20.50851,19.27636,18.71849,18.494770000000003,18.38825,F
24.49785,22.44856,21.04733,19.564410000000002,18.7901,M
20.643279999999997,17.897920000000003,16.48072,15.72528,15.284920000000001,M
20.9469,19.76971,19.26245,19.07486,19.06045,F
20.549220000000002,19.43648,19.26996,19.223879999999998,19.234679999999997,A
24.78568,21.67266,20.22071,18.79328,17.98686,M
20.42459,20.47235,20.91621,21.12622,21.00639,A
24.01025,22.74474,21.04876,19.044,17.99561,M
24.91928,22.77669,21.07098,19.23382,18.191760000000002,M
24.38501,22.49961,20.697589999999998,18.53614,17.25256,M
17.822370000000003,16.789479999999998,16.41007,16.26882,16.24002,A
18.754260000000002,17.79815,17.497529999999998,17.40229,17.37265,A
18.28312,17.26715,16.830389999999998,16.66039,16.6139,F
19.12591,17.94221,17.48505,17.232470000000003,17.14708,F
19.29455,18.33069,17.9048,17.75175,17.693720000000003,F
18.69993,17.65883,17.40072,17.36915,17.38995,F
18.56075,17.50466,17.08757,16.96712,16.90624,F
20.44887,19.3824,19.05547,18.927629999999997,18.85267,F
20.379929999999998,19.27336,18.9952,18.84841,18.86823,F
20.96171,19.854979999999998,19.598860000000002,19.518,19.54136,F
21.112029999999997,20.114520000000002,19.80242,19.6467,19.50241,F
21.20178,20.22881,19.931929999999998,19.83238,19.74382,F
20.31086,19.33965,19.07724,19.009729999999998,19.00079,F
20.43914,19.37477,19.09789,19.01989,19.123,F
20.38676,19.494220000000002,19.28495,19.18681,19.03337,A
21.40643,20.44823,20.13449,19.97157,20.14963,F
20.68971,19.5974,19.34283,19.220660000000002,19.147370000000002,F
20.987370000000002,19.87707,19.646720000000002,19.54016,19.62045,F
20.85122,19.78138,19.50497,19.45195,19.42941,F
19.36786,18.18293,18.245079999999998,18.3684,18.5047,A
20.25843,19.321620000000003,19.020139999999998,18.912779999999998,18.94258,F
20.15785,19.13905,18.89165,18.85489,18.866310000000002,A
20.14943,19.14377,18.855529999999998,18.79405,18.811420000000002,F
20.10274,19.111929999999997,18.87794,18.8291,18.82545,F
20.70678,19.66265,19.4215,19.307129999999997,19.26074,F
21.33132,20.39392,20.10276,19.96219,20.05847,A
20.73253,19.67316,19.39497,19.3219,19.17625,F
20.48611,19.605220000000003,19.324279999999998,19.19744,19.18082,F
20.70274,19.756429999999998,19.46098,19.33638,19.388370000000002,A
20.27994,19.20269,18.97854,18.88596,18.90866,F
19.41385,18.22263,17.86565,17.74512,17.69942,F
24.63741,22.879720000000002,21.23779,19.426,18.40756,M
19.49831,18.56956,18.25666,18.17536,18.13127,F
23.03804,22.416629999999998,21.0388,19.168110000000002,18.14361,M
18.47864,17.36696,17.08074,16.9735,16.967579999999998,A
26.10442,22.02702,20.45831,18.43635,17.30922,M
23.04628,20.462889999999998,19.02944,18.06304,17.51289,M
23.0447,20.62629,19.16538,18.425420000000003,18.00891,M
25.73385,25.96029,22.530089999999998,19.9798,18.546670000000002,M
23.95409,20.728939999999998,19.19032,17.365029999999997,16.37339,M
25.90149,23.03858,21.56944,19.3606,18.15929,M
19.095110000000002,18.10912,17.8231,17.718320000000002,17.71964,F
17.14959,15.926070000000001,15.97949,16.075429999999997,16.18478,A
23.37678,22.80726,21.24204,19.05646,17.929129999999997,M
18.38304,17.25544,16.909760000000002,16.77961,16.75551,F
20.095029999999998,18.91536,18.583389999999998,18.44939,18.40719,F
20.32938,20.39704,20.59873,20.913220000000003,20.7464,O
25.55351,22.418210000000002,20.75575,18.82548,17.67396,M
25.8437,23.03835,21.44173,19.11834,17.95356,M
23.962410000000002,21.993389999999998,20.44848,19.29512,18.650129999999997,M
18.03436,16.94356,16.55371,16.386,16.34974,F
25.77665,23.29449,21.23779,19.23416,18.089779999999998,M
18.35602,17.23511,16.97385,16.87395,16.74362,F
26.00153,22.03143,20.40723,18.45065,17.394270000000002,M
17.05821,15.834129999999998,15.750539999999999,15.772179999999999,15.82765,A
20.09137,18.93355,18.636589999999998,18.51689,18.506429999999998,F
19.04814,17.9153,17.70137,17.61632,17.619310000000002,A
24.28239,22.6932,21.373160000000002,19.74442,19.30976,M
25.01233,22.487479999999998,21.16611,18.72079,17.220979999999997,M
18.99386,17.81928,17.696939999999998,17.698529999999998,17.738770000000002,A
24.39361,22.05469,20.47366,18.29032,17.02316,M
23.4083,20.34207,18.83735,16.42859,15.083620000000002,M
24.66261,21.832060000000002,20.26096,18.0298,16.75574,M
17.767870000000002,16.54562,16.39526,16.324479999999998,16.31812,A
19.32788,18.4582,18.20006,18.10983,18.11801,A
19.533479999999997,18.35331,17.906370000000003,17.73242,17.71663,F
19.48619,18.404770000000003,18.15139,18.05858,18.06409,F
19.454929999999997,19.55432,19.83825,20.09727,20.33633,O
19.58326,18.50552,18.21041,18.12461,18.0667,F
19.55641,16.922639999999998,15.70509,14.98715,14.556270000000001,M
21.55482,20.49757,19.944770000000002,19.47989,19.109779999999997,M
18.045679999999997,16.9808,16.88251,16.85523,16.87774,A
17.15598,16.04664,15.910260000000001,15.91429,15.93358,A
19.182760000000002,17.943360000000002,17.41386,17.19751,17.12987,F
24.51686,23.541970000000003,21.74804,20.502860000000002,19.85046,M
17.55989,16.306160000000002,15.82255,15.63672,15.55533,F
23.131439999999998,20.27906,18.62084,17.96515,17.52959,M
19.2481,18.329420000000002,17.93731,17.77318,17.762,F
23.085279999999997,21.68299,19.95564,18.6865,17.91185,M
17.42419,16.37045,16.23367,16.21107,16.23449,A
23.9987,21.880770000000002,20.612920000000003,19.56042,18.96453,M
16.16421,15.09154,15.08095,15.12026,15.211739999999999,A
17.89723,16.69088,16.67834,16.70165,16.73334,F
23.62758,21.90694,20.34619,18.68958,17.88795,M
17.435660000000002,16.43443,16.08437,15.944420000000001,15.90385,F
17.15235,15.92315,15.444970000000001,15.257320000000002,15.19055,F
19.74918,18.87141,18.5203,18.38061,18.33605,F
18.30842,17.11221,17.24977,17.38555,17.43055,A
19.64333,18.10952,17.58697,17.37402,17.28556,F
18.34059,17.51534,17.17536,17.04113,16.9653,F
16.96513,15.838420000000001,15.46926,15.35028,15.327229999999998,F
17.40519,16.293960000000002,16.15397,16.1473,16.18807,A
22.245,20.809720000000002,20.25461,19.71033,19.24756,M
16.822110000000002,15.795739999999999,15.39437,15.228729999999999,15.16315,F
24.91372,22.00365,20.73156,19.65917,19.25824,M
24.09639,21.909879999999998,20.92756,19.69656,19.02115,M
23.02105,19.12639,17.708660000000002,16.960179999999998,16.48526,M
24.37836,22.99845,21.512710000000002,19.97575,19.092370000000003,M
20.3977,19.46622,19.18402,18.99664,18.93188,A
20.869979999999998,19.69226,18.858320000000003,18.272879999999997,17.90408,M
24.14122,21.55904,20.16376,18.87171,18.15448,M
25.75226,22.48537,20.942339999999998,19.99406,19.461879999999997,M
17.8043,16.742420000000003,16.39944,16.295679999999997,16.268620000000002,F
19.3385,18.143629999999998,17.687070000000002,17.50196,17.45149,F
19.64819,18.56411,18.0093,17.569670000000002,17.25879,M
24.49215,22.50558,21.118679999999998,18.96171,17.80668,M
17.08681,16.03323,15.9477,15.938670000000002,16.00842,A
17.91015,16.8224,16.47565,16.33589,16.32387,F
17.77417,16.81465,16.513820000000003,16.40418,16.350279999999998,F
24.9055,23.09083,21.5045,19.36739,18.077289999999998,M
25.07301,23.01759,21.52505,19.36026,18.16282,M
19.19118,18.30856,17.96438,17.84318,17.83011,F
23.454929999999997,21.83426,20.39309,18.40745,17.289579999999997,M
17.29971,16.370279999999998,16.13188,16.04937,16.024720000000002,A
18.79214,18.01305,17.59723,17.49304,17.523229999999998,A
22.59161,20.36457,19.10754,18.45611,17.966260000000002,M
19.056720000000002,18.09102,17.71558,17.59988,17.56527,F
21.91955,20.411270000000002,20.44724,20.51519,21.490389999999998,A
23.93593,21.45405,19.98527,18.13279,17.11335,M
25.38472,22.04699,20.36661,18.090020000000003,16.86695,M
21.153570000000002,19.99909,19.69922,19.54148,19.622139999999998,F
18.60869,17.2593,16.752879999999998,16.56083,16.489829999999998,F
20.77896,19.8999,19.56599,19.42986,19.39809,A
20.628429999999998,19.555320000000002,19.275479999999998,19.13223,19.02683,F
20.97285,20.09246,19.8075,19.736179999999997,19.81435,F
20.75854,19.756120000000003,19.39099,19.26965,19.256520000000002,F
20.555329999999998,19.5235,19.189429999999998,19.097070000000002,19.08715,F
21.25906,20.31535,19.93896,19.80811,19.70893,F
20.65425,19.568189999999998,19.1494,18.97546,18.89525,F
21.33194,20.24728,19.83955,19.70136,19.56273,F
21.37429,20.24288,19.88607,19.72906,19.67662,F
21.345579999999998,20.356360000000002,20.02871,19.97542,19.84749,F
21.71444,20.55657,20.09754,19.950229999999998,19.7896,F
21.11897,20.24269,19.902420000000003,19.73936,19.6839,A
21.82771,20.586879999999997,20.23046,20.05188,20.00079,F
20.42297,19.51934,19.22628,18.93271,19.05126,A
21.29243,20.13534,19.824460000000002,19.76913,19.774060000000002,F
20.797179999999997,19.68197,19.39413,19.25903,19.2159,F
21.00265,19.99806,19.732960000000002,19.63853,19.64021,F
21.44753,20.37673,20.028589999999998,19.92933,19.78668,F
20.839579999999998,19.91929,19.57929,19.45693,19.42342,F
21.15142,20.04051,19.7348,19.65444,19.65561,F
20.77795,19.6739,19.36522,19.29486,19.279139999999998,A
21.34253,20.24469,19.94631,19.84871,19.907020000000003,F
20.28579,20.3255,20.60105,20.87469,21.39483,O
20.84981,19.74462,19.43379,19.33103,19.38211,F
21.08141,20.11431,19.73445,19.56082,19.50241,F
21.1319,20.17217,19.86279,19.784779999999998,19.848229999999997,F
20.97046,19.90898,19.53144,19.40494,19.36041,F
20.86726,19.86935,19.53975,19.477520000000002,19.409660000000002,F
20.38139,19.50528,19.19419,19.00771,19.09469,A
21.00297,19.95025,19.57295,19.46065,19.276989999999998,F
21.39199,20.12678,19.825110000000002,19.7134,19.70695,F
21.27055,20.21636,19.91088,19.75027,19.841739999999998,A
21.216910000000002,20.15788,19.84398,19.75234,19.67178,F
20.79775,19.72871,19.477510000000002,19.35248,19.37596,F
21.22091,20.15873,19.98508,19.91079,19.753410000000002,A
20.71725,19.69764,19.41866,19.320429999999998,19.288439999999998,A
21.05415,20.07865,19.77426,19.65356,19.52673,F
20.66402,19.6885,19.33977,19.15772,19.12651,F
21.45355,20.36543,20.02881,19.9204,19.883370000000003,F
20.99701,20.02681,19.6876,19.52861,19.49185,A
21.16745,20.20811,19.828329999999998,19.66816,19.70545,F
21.39635,20.3648,20.01758,19.889429999999997,19.85803,F
20.76216,19.80859,19.500529999999998,19.39685,19.426660000000002,F
19.92738,18.57994,18.02601,17.822010000000002,17.73731,F
21.40073,20.30914,19.9916,19.79739,19.89051,F
21.20563,20.14294,19.81094,19.67809,19.68818,F
21.16937,19.99594,19.66376,19.499979999999997,19.4175,F
20.82276,19.7639,19.43798,19.8129,19.173379999999998,F
21.19021,20.2184,19.82314,19.69438,19.55119,F
20.72598,19.76793,19.424879999999998,19.26786,19.25425,F
21.03758,19.81684,19.73936,19.60849,19.655170000000002,F
21.30487,20.28343,19.98473,19.8564,19.72971,F
21.47699,20.44669,20.17994,20.0488,20.06606,A
20.96264,19.8487,19.49993,19.35139,19.34747,F
