u,g,r,i,z,class
17.77986,16.83773,16.52395,16.40664,16.39029,F
18.846529999999998,17.59135,17.09705,16.93029,16.88206,F
18.82102,17.744989999999998,17.38693,17.27295,17.23295,F
23.99382,21.29218,19.917189999999998,18.698520000000002,17.77636,M
17.94013,16.988039999999998,16.71358,16.60608,16.58535,F
19.00357,17.99109,17.9864,18.019270000000002,18.08145,A
23.79006,21.039460000000002,19.495070000000002,18.16995,17.42633,M
17.70731,16.79521,16.52981,16.427629999999997,16.43495,F
17.48723,16.61478,16.32006,16.215,16.15841,F
22.12373,19.8662,18.20339,16.24876,15.18007,M
21.97912,20.914089999999998,20.43405,20.29843,19.875020000000003,F
25.69145,22.40447,21.14509,19.09773,18.00747,M
26.17659,23.07635,21.31622,18.95787,17.81914,M
25.075210000000002,22.2913,20.80132,18.86766,17.82115,M
21.422710000000002,20.27147,19.79934,19.67876,19.55075,F
19.4486,18.188679999999998,17.53231,17.02166,16.71485,M
17.64285,16.68432,16.39165,16.278389999999998,16.26344,F
23.94574,20.457539999999998,18.9132,17.52579,16.76941,M
23.604039999999998,21.35667,19.828329999999998,17.83249,16.74932,M
18.819470000000003,17.80171,17.46588,17.32499,17.26844,F
17.0564,15.80131,15.672670000000002,15.70677,15.781460000000001,A
23.69691,23.170920000000002,21.555139999999998,18.87709,17.38644,M
17.55252,16.63889,16.24419,16.10435,16.05823,F
23.684070000000002,21.78078,20.20641,17.95228,16.77445,M
17.715429999999998,16.69438,16.367639999999998,16.232789999999998,16.16442,F
17.471870000000003,16.16467,16.13105,16.18463,16.202370000000002,F
17.619020000000003,16.61233,16.29198,16.15765,16.14556,F
18.38883,17.12667,16.87227,16.784329999999997,16.73963,A
18.45269,17.30904,16.92257,16.80935,16.794810000000002,F
25.34949,22.2238,20.53819,18.09885,16.75147,M
17.01764,16.07539,15.7961,15.68666,15.68433,F
18.027820000000002,16.60676,16.06854,15.877889999999999,15.81455,F
24.39576,22.25631,20.811510000000002,18.98751,17.899820000000002,M
23.55733,20.97409,19.3373,17.941979999999997,17.15943,M
19.38898,18.31861,17.94976,17.83721,17.8437,F
18.437910000000002,17.23925,16.79649,16.64019,16.577720000000003,F
24.28876,22.048170000000002,20.43996,18.5868,17.57924,M
24.54137,22.43894,20.769379999999998,19.63231,18.89846,M
23.42175,21.0519,19.3961,18.35078,17.79795,M
19.53572,18.1869,17.7118,17.541079999999997,17.449289999999998,F
16.723110000000002,15.746220000000001,15.4701,15.352,15.346639999999999,F
25.32525,22.72467,21.395220000000002,19.92719,18.36474,M
19.9673,18.65104,18.64406,18.67105,18.68605,A
19.652160000000002,18.3541,17.8507,17.66489,17.62248,F
18.02885,16.95327,16.592660000000002,16.44325,16.4268,F
17.980320000000003,17.0074,16.723760000000002,16.626170000000002,16.635089999999998,F
21.249029999999998,20.06146,20.03099,20.090529999999998,20.04117,A
17.077,15.88744,16.03941,16.16242,16.23534,A
19.176370000000002,17.98099,17.774070000000002,17.67802,17.65269,A
20.329279999999997,19.34971,19.211029999999997,19.18511,19.25893,A
17.432029999999997,16.13472,16.316329999999997,16.47129,16.55764,A
18.64208,17.679029999999997,17.39963,17.29999,17.29958,F
19.600720000000003,18.108060000000002,17.555989999999998,17.34439,17.25998,F
18.49468,17.56898,17.29866,17.19758,17.18889,A
18.516920000000002,17.4726,17.13642,17.02613,16.98805,F
21.46967,18.71915,17.2853,16.14409,15.53525,M
21.53663,18.78935,17.37971,16.37029,15.814820000000001,M
18.382089999999998,17.4726,17.14947,17.0155,16.993570000000002,F
20.524639999999998,17.975929999999998,16.697979999999998,16.050060000000002,15.687970000000002,M
19.34154,17.96111,17.48574,17.32272,17.266170000000002,F
21.68659,18.843510000000002,17.38177,16.45466,15.94065,M
18.64913,17.214760000000002,16.7147,16.51906,16.44819,F
18.700029999999998,17.33367,16.84083,16.67095,16.58149,F
21.15618,18.64245,17.18379,16.28023,15.783079999999998,M
21.83906,19.00991,17.56846,16.85217,16.466739999999998,M
19.41742,17.93974,17.38441,17.174120000000002,17.08651,F
18.97867,17.57007,16.99726,16.76908,16.637970000000003,F
21.31201,19.34531,17.816029999999998,16.70338,15.96447,M
18.484560000000002,17.46961,17.13673,17.022470000000002,16.98207,F
17.3039,16.0613,15.580079999999999,15.39104,15.339970000000001,F
17.94187,16.85908,16.68675,16.64957,16.66491,A
19.35942,18.39999,18.16169,18.07895,18.08698,A
21.98283,20.83602,20.28065,19.72714,19.24774,M
18.26625,17.3119,17.030179999999998,16.91933,16.90716,A
17.46792,16.37387,15.954,15.79884,15.73915,F
19.8186,18.78043,18.646060000000002,18.67069,18.77259,A
18.33522,17.22179,16.77437,16.594160000000002,16.51886,F
19.57007,18.39575,18.529329999999998,18.568189999999998,18.6603,A
16.18487,15.25177,15.120970000000002,15.10251,15.116439999999999,A
17.821260000000002,16.57102,16.11049,15.953870000000002,15.877310000000001,F
23.244629999999997,20.38136,18.60366,17.74501,17.25289,M
18.02032,17.02564,16.58044,16.38811,16.33991,F
18.130110000000002,17.027479999999997,16.6169,16.45811,16.376160000000002,F
16.824820000000003,15.79778,15.49337,15.40528,15.3905,F
20.764329999999998,19.69674,19.263289999999998,19.20971,19.01915,F
23.48623,20.805629999999997,18.96724,17.81733,17.20286,M
22.01952,20.02282,19.21748,18.700329999999997,18.23801,M
16.44514,15.2716,15.06524,15.031320000000001,15.046320000000001,F
15.87377,14.50472,13.985579999999999,13.81245,13.75296,F
16.86575,15.64635,15.575529999999999,15.5584,15.54064,A
23.773320000000002,21.790020000000002,20.14021,19.37575,18.98118,M
18.53039,17.408820000000002,16.978939999999998,16.836129999999997,16.805020000000003,F
17.86041,18.00129,18.46076,18.76152,19.07957,B
19.03816,17.902620000000002,17.845670000000002,17.880129999999998,17.894660000000002,A
20.960279999999997,19.69689,19.71511,19.85531,19.957079999999998,A
16.601689999999998,15.572779999999998,15.79737,15.996329999999999,16.141389999999998,A
19.17739,18.05414,17.633879999999998,17.49447,17.459220000000002,F
21.33809,20.11854,20.28275,20.46814,20.430039999999998,A
17.173579999999998,15.97993,15.502170000000001,15.31281,15.23131,F
19.45855,18.45155,18.03884,17.84798,17.802970000000002,F
17.43914,16.429779999999997,16.1038,15.98634,15.947029999999998,F
19.10884,18.06364,17.68277,17.562479999999997,17.53441,F
17.50846,16.1996,15.69634,15.50588,15.41404,F
18.04675,17.04855,16.69483,16.532320000000002,16.48745,F
17.332,16.17182,15.746179999999999,15.621139999999999,15.56526,F
19.318279999999998,17.99567,17.494770000000003,17.30386,17.22583,F
20.03419,18.94678,18.941670000000002,18.9659,19.07481,A
16.68124,15.5555,15.22088,15.125729999999999,15.08094,F
20.54046,19.36429,19.416320000000002,19.51884,19.70383,A
19.19231,17.979570000000002,17.99276,18.05612,18.14881,A
18.94581,17.91871,17.85725,17.90481,17.94586,A
26.321140000000003,23.9593,23.0589,21.028879999999997,19.44185,M
17.35116,16.32268,16.221729999999997,16.22286,16.261870000000002,A
19.201629999999998,17.97215,18.10859,18.26069,18.27991,A
18.26481,17.041529999999998,16.04125,16.321460000000002,16.13225,F
17.8766,16.991629999999997,16.741039999999998,16.64089,16.644779999999997,A
17.439239999999998,16.29359,16.42604,16.47501,16.56342,A
19.18751,18.28676,18.03878,17.92697,17.92288,F
22.78055,20.68206,19.28855,18.61851,17.90729,M
22.739639999999998,20.99953,20.25443,19.994229999999998,20.206789999999998,F
17.87716,17.00403,16.65906,16.52056,16.46906,F
19.12937,18.111539999999998,17.947570000000002,17.92561,17.94698,A
18.14226,17.033620000000003,16.5771,16.402810000000002,16.32705,F
18.95352,18.07615,17.77471,17.65887,17.59094,A
17.287570000000002,15.97339,15.89383,15.92146,15.92211,F
16.403129999999997,15.21468,14.70703,14.46086,14.35651,F
22.97326,21.78653,20.340120000000002,19.07287,18.34286,M
18.73187,17.05409,16.39931,16.14745,16.01876,F
19.01718,17.79074,17.64108,17.62249,17.61973,A
23.98324,22.23891,20.76044,18.37595,17.1436,M
23.55272,22.09294,20.28813,19.32803,18.78221,M
23.29877,20.30335,18.99912,18.204710000000002,17.90697,M
19.0488,17.65129,17.1299,16.922079999999998,16.828570000000003,F
25.02262,22.931079999999998,21.44385,19.38317,18.27149,M
18.53229,17.370829999999998,17.33181,17.41228,17.41375,A
19.723570000000002,18.44024,17.88785,17.68608,17.52792,F
20.500020000000003,19.4308,19.08204,18.64912,18.84061,F
20.5669,19.3018,19.39263,19.55079,19.659589999999998,A
18.96313,17.902,17.50925,17.34767,17.29673,F
18.62868,17.46929,17.39697,17.395789999999998,17.44899,A
19.46968,19.55172,19.75323,19.91156,20.1274,O
16.95031,15.77607,15.563839999999999,15.51261,15.53014,F
19.370060000000002,18.2586,17.85875,17.737389999999998,17.69728,F
18.26199,17.10962,16.7223,16.58788,16.537110000000002,F
19.32406,18.266289999999998,17.870260000000002,17.72645,17.71493,F
24.65105,22.93447,21.8102,20.08239,19.24093,M
18.40479,17.25666,16.87803,16.73837,16.708579999999998,F
15.783420000000001,14.634789999999999,14.309170000000002,14.18852,14.181510000000001,F
24.78848,21.95786,20.40287,18.98524,18.225070000000002,M
17.64128,16.65094,16.2813,16.11629,16.02018,F
19.21355,18.112479999999998,17.73292,17.6007,17.556620000000002,F
18.339779999999998,17.151989999999998,17.0718,17.084529999999997,17.162129999999998,A
17.28942,15.973139999999999,15.960429999999999,16.009220000000003,16.05518,A
24.28412,22.52975,20.450020000000002,19.15287,18.33595,M
24.17558,21.802310000000002,20.29087,18.15157,16.93303,M
23.01002,20.55037,19.056739999999998,17.28588,16.30819,M
20.03385,18.6316,18.0745,17.67043,17.82926,F
17.31539,16.03064,15.88957,15.85834,15.8722,F
18.64491,17.377270000000003,16.88523,16.70239,16.63939,F
17.35807,16.442729999999997,16.12905,16.005779999999998,15.975710000000001,F
18.323710000000002,17.15161,16.6862,16.47673,16.424870000000002,F
18.66957,17.72864,17.50475,17.376910000000002,17.39602,A
22.93463,22.07006,20.88137,18.61635,17.48002,M
22.95116,22.60742,21.0462,19.01592,17.90535,M
25.174329999999998,23.440160000000002,21.64283,19.3223,18.02176,M
26.16947,22.75423,21.14487,19.279510000000002,18.32254,M
19.29549,18.10941,17.996370000000002,17.968629999999997,17.94042,A
24.65008,21.5689,19.908179999999998,18.10419,17.09178,M
20.11293,19.05729,19.253529999999998,19.479229999999998,19.52352,A
19.47588,18.60449,18.31175,18.1742,18.1696,F
24.42266,22.81942,21.029770000000003,18.10891,16.40714,M
24.56417,19.94742,18.6221,17.42427,16.7765,M
17.93575,16.75668,16.89154,17.04994,17.20788,A
17.15411,15.96769,16.141479999999998,16.27404,16.40348,A
22.62876,21.81539,19.97425,18.119220000000002,17.09675,M
19.51366,18.47312,18.49201,18.550060000000002,18.643539999999998,A
19.13739,17.93497,17.83963,17.82108,17.8405,A
17.31136,16.41256,16.06721,15.9393,15.928339999999999,F
23.402910000000002,20.92985,19.2529,18.0013,17.30407,M
18.503729999999997,17.47263,17.10448,16.98122,16.92351,F
23.42148,22.79166,21.33024,19.33265,18.23281,M
26.134610000000002,22.52137,20.69045,18.73401,17.651139999999998,M
18.69108,17.42176,16.91641,16.74042,16.67464,F
24.83725,22.4628,20.9137,18.93676,17.79571,M
17.76559,16.70865,16.338729999999998,16.20682,16.17665,F
19.18572,19.32529,19.57028,19.93591,19.86936,O
20.02949,19.076929999999997,18.6594,18.51304,18.40447,F
24.70445,23.40687,21.60119,19.469479999999997,18.25641,M
18.49436,17.449279999999998,17.142789999999998,17.04058,16.98923,F
20.66988,20.39076,19.81391,19.12806,18.74673,M
19.7118,19.683410000000002,20.017120000000002,20.2074,20.86615,O
20.76964,19.62171,19.270129999999998,19.16805,19.25688,F
22.36891,21.856370000000002,20.246879999999997,18.33907,17.27639,M
16.92983,15.92726,15.60161,15.472010000000001,15.46045,F
18.35308,17.16131,16.69674,16.531679999999998,16.50369,F
20.610120000000002,19.3463,19.22782,19.241870000000002,19.28585,A
19.47021,18.40099,18.09317,17.96883,17.94525,F
20.247410000000002,17.67031,16.246679999999998,15.52515,15.133429999999999,M
19.54451,18.30177,17.99401,17.87661,17.819129999999998,A
20.5517,19.39162,19.13899,19.05345,19.11242,A
17.51468,16.18233,16.249779999999998,16.34851,16.40474,A
17.23665,15.86935,15.849120000000001,15.881829999999999,15.904760000000001,F
18.69965,17.52081,17.09505,16.9284,16.8505,F
18.95383,17.75899,17.927570000000003,18.06271,18.109579999999998,A
19.88081,19.4508,19.359070000000003,18.772029999999997,18.27039,M
20.1307,20.18918,20.4024,20.706879999999998,20.90745,O
17.65705,16.75965,16.47493,16.38012,16.34098,F
21.89209,20.81146,20.18454,19.89021,19.721610000000002,F
25.39966,23.40621,21.9002,20.242070000000002,19.55885,M
19.60691,18.412760000000002,17.889789999999998,17.69906,17.6053,F
19.85104,18.55633,18.03199,17.97409,17.65746,F
25.57974,23.52035,22.23353,20.247989999999998,19.57434,M
23.45795,20.72707,19.39774,18.79553,18.4651,M
22.891029999999997,20.969820000000002,19.55142,18.31546,17.62216,M
16.31289,14.874529999999998,14.249579999999998,14.28235,13.88954,F
24.04299,23.50519,21.42098,20.24495,19.65179,M
17.62161,16.69806,16.35693,16.224339999999998,16.1689,A
23.806820000000002,23.097929999999998,21.49982,19.30124,18.18645,M
24.09104,22.19828,20.990370000000002,20.60965,18.20133,M
18.222160000000002,17.27347,16.896420000000003,16.73474,16.656579999999998,F
16.82592,15.50898,15.36571,15.36914,15.39021,A
19.82999,19.86747,20.21706,20.46953,21.03794,O
23.795920000000002,20.694229999999997,19.10922,17.1893,16.16084,M
17.61961,16.71795,16.39795,16.28796,16.257179999999998,F
24.789,22.4292,20.85581,19.02611,17.97298,M
22.44379,20.05089,18.149079999999998,16.922539999999998,16.254179999999998,M
17.88123,16.90685,16.6137,16.52099,16.46957,F
25.87077,22.51073,20.970110000000002,18.98351,17.92819,M
24.179289999999998,22.26868,20.560129999999997,18.67566,17.63787,M
25.44291,23.782610000000002,21.75214,19.442429999999998,18.19077,M
25.28118,22.06408,20.552310000000002,18.5265,17.46823,M
23.96719,22.01758,20.56278,19.7049,19.35688,M
18.50914,17.24183,16.695510000000002,16.50222,16.43204,F
20.74557,19.3111,18.74437,18.48818,18.37421,F
24.65685,22.287589999999998,20.540110000000002,18.45,17.352320000000002,M
23.751279999999998,22.52121,20.90788,18.87067,17.75348,M
25.14027,22.21756,20.77763,18.94215,17.89091,M
19.0009,17.824,17.38741,17.22,17.12901,F
18.715339999999998,17.45637,16.968239999999998,16.77879,16.72414,F
19.15484,18.171789999999998,17.8611,17.77672,17.67223,A
22.92736,23.09347,21.25662,19.357329999999997,18.20865,M
18.64534,17.40205,17.47081,17.58547,17.61862,A
23.530739999999998,22.903129999999997,20.99063,18.78142,17.50757,M
24.08912,22.57846,20.95455,18.97287,17.85689,M
18.64344,17.354860000000002,16.866770000000002,16.69247,16.63675,F
17.65553,16.35445,16.27036,16.27693,16.27712,A
18.61352,17.685489999999998,17.447879999999998,17.34977,17.35279,A
17.886029999999998,16.953129999999998,16.61536,16.49325,16.47566,F
19.036170000000002,18.18262,17.9224,17.84216,17.84885,A
15.5144,14.295320000000002,13.875329999999998,13.76803,13.71946,F
19.18003,18.149620000000002,17.79855,17.674039999999998,17.63663,F
22.751720000000002,20.543110000000002,18.84385,16.12262,14.56966,M
17.38879,16.48001,16.22205,16.1192,16.11139,F
16.85914,15.92332,15.64045,15.5384,15.53236,F
19.49573,18.323929999999997,17.83653,17.66152,17.588060000000002,F
19.85053,18.61044,18.55025,18.55001,18.54769,F
21.19281,17.43966,15.96582,15.27091,14.89693,M
18.85081,18.98159,19.326929999999997,19.52017,19.7428,O
19.15105,18.09911,17.75154,17.653879999999997,17.61386,F
17.593120000000003,16.65166,16.38198,16.292379999999998,16.26673,F
17.70959,16.82183,16.55377,16.45876,16.4355,F
18.19275,17.1999,16.81835,16.69673,16.648229999999998,F
23.06342,22.238139999999998,20.27225,19.052770000000002,18.36751,M
17.37716,16.502110000000002,16.23936,16.13697,16.108439999999998,A
19.27671,18.12964,17.64025,17.45326,17.34769,F
22.10432,20.98848,20.43914,20.162,19.92439,F
23.455389999999998,21.819229999999997,20.4132,19.033929999999998,18.28465,M
20.45461,19.19645,19.1636,19.20877,19.235039999999998,A
25.93354,22.31241,20.86349,19.54813,18.61978,M
18.96856,17.75587,17.254070000000002,17.44311,16.9402,F
19.52729,18.36255,17.92924,17.77225,17.71164,F
19.57779,18.41786,17.986420000000003,17.80133,17.74312,F
19.573970000000003,19.26889,18.11086,17.99338,17.95015,F
16.63241,15.35789,15.275920000000001,15.27965,15.301070000000001,A
23.565739999999998,21.09059,19.56469,17.66799,16.66584,M
24.04642,22.342589999999998,20.899729999999998,18.81567,17.67781,M
19.07161,17.91751,17.42156,17.16848,17.06561,F
18.195339999999998,17.093320000000002,16.72579,16.5759,16.51295,F
21.60651,20.407,20.01428,20.14055,19.83537,M
24.43515,22.10821,20.64772,18.643179999999997,17.494310000000002,M
23.52551,20.9697,19.32584,17.89196,17.199189999999998,M
17.95231,16.87937,16.73197,16.71305,16.755020000000002,A
18.916439999999998,17.8493,17.46194,17.33349,17.277260000000002,F
23.180670000000003,22.333270000000002,20.620910000000002,18.50955,16.89915,M
23.64486,22.722839999999998,21.12846,19.31206,18.27826,M
17.8797,16.78436,16.61071,16.56472,16.60812,A
26.24033,22.62247,21.09106,19.1449,18.03291,M
23.65466,22.040689999999998,20.43216,18.505470000000003,17.34161,M
23.7815,25.04865,22.46269,20.11354,18.4669,M
17.38472,16.24375,15.95287,15.866829999999998,15.885279999999998,F
17.101570000000002,15.794889999999999,15.946270000000002,16.0439,16.12361,A
26.31458,22.530620000000003,21.119229999999998,19.29351,18.2653,M
18.11156,17.1289,16.802979999999998,16.6493,16.5863,F
19.06072,18.131339999999998,17.82846,17.74701,17.74019,A
19.11509,18.58844,18.51791,18.51139,18.59858,A
21.98165,21.261960000000002,21.10874,20.54181,19.90905,M
18.72738,17.482470000000003,17.00348,17.20103,16.73845,F
26.392590000000002,23.42249,21.5665,18.94473,17.20265,M
25.66998,23.12053,21.3954,19.309060000000002,18.26139,M
25.94217,22.41354,20.64256,18.543039999999998,17.30392,M
25.08379,22.97455,21.34831,19.08889,17.952820000000003,M
22.9985,23.12922,21.40266,19.422520000000002,18.39582,M
19.74259,18.56397,18.04777,17.84364,17.74107,F
25.7115,21.48166,19.75256,17.75657,16.66619,M
17.02083,16.046960000000002,15.702689999999999,15.568010000000001,15.51554,F
23.05411,23.07047,21.43145,19.31665,18.20371,M
23.93437,22.73486,21.13886,18.56106,17.19882,M
18.66295,17.74821,17.39365,17.27805,17.22799,F
18.152179999999998,17.07019,16.67601,16.52095,16.47619,F
19.28118,18.18929,18.06508,18.03293,18.06397,A
19.02313,17.85267,17.70328,17.68525,17.6944,A
17.79195,16.518279999999997,16.66915,16.78639,16.83735,A
19.08687,17.83311,17.9703,18.084979999999998,18.196270000000002,A
25.75142,22.24614,20.65355,18.60766,17.53988,M
23.936329999999998,22.93161,21.3328,19.30935,18.139570000000003,M
20.50958,19.25352,18.9167,18.75391,18.69916,F
17.14956,16.14947,15.804870000000001,15.65794,15.615210000000001,F
16.61917,15.52939,15.217220000000001,15.12006,15.10529,F
23.47837,23.14395,21.62531,19.257720000000003,17.62347,M
18.62109,17.68231,17.27551,17.1199,17.05265,F
20.878770000000003,19.74033,19.44944,19.38984,19.32722,F
19.74571,18.701829999999998,18.36903,18.24427,18.15097,F
17.87345,16.94688,16.63168,16.50317,16.48447,F
17.632839999999998,16.70766,16.39179,16.27974,16.24237,F
23.009610000000002,20.57307,19.16765,18.49352,18.42945,M
20.26181,19.2251,18.90395,18.78986,18.78162,F
22.94634,23.362560000000002,21.28081,19.18873,18.024810000000002,M
16.6492,15.74213,15.45125,15.322000000000001,15.29755,A
19.77295,19.87111,20.16425,20.41646,20.486720000000002,O
18.86107,17.62226,17.31609,17.18581,17.15042,F
19.94088,18.82467,18.70514,18.67245,18.82509,A
22.94514,19.80295,18.433629999999997,17.45101,16.89568,M
21.9558,20.7469,20.19718,20.07789,19.70231,F
19.96334,19.98285,20.20434,20.386210000000002,20.47439,O
22.55545,19.79569,18.212410000000002,16.22861,15.10625,M
23.16285,22.8909,21.3786,19.03789,17.803520000000002,M
19.63087,18.552310000000002,18.16163,18.024810000000002,17.9038,F
24.84628,21.54716,20.06796,18.15931,17.092660000000002,M
24.7382,21.3926,19.7996,17.91651,16.88523,M
19.90063,19.528760000000002,19.54778,19.62911,19.76248,O
25.4727,23.18252,21.255,19.3246,18.268810000000002,M
19.4365,18.36533,18.1414,18.04417,18.03463,F
20.1985,19.139770000000002,18.97194,18.93287,18.95664,A
24.46956,22.15762,20.592370000000003,18.5114,17.38361,M
25.20611,22.55419,21.234029999999997,19.23603,18.08385,M
21.2172,18.5805,16.99353,15.076020000000002,14.06675,M
25.76876,21.53345,20.009710000000002,19.017970000000002,18.461660000000002,M
18.387970000000003,17.09891,16.62963,16.46119,17.53485,F
20.2539,19.1783,19.12902,19.15232,19.1193,A
21.45484,18.84548,17.46572,16.80711,17.23564,M
24.9751,21.90461,20.33084,18.50219,17.47976,M
22.63697,21.8378,20.433310000000002,19.45474,20.36652,M
25.03186,22.83249,21.3221,19.423189999999998,18.37836,M
24.64115,22.52789,20.98442,19.17452,18.160120000000003,M
20.16853,18.973589999999998,18.80392,18.755879999999998,18.7236,A
24.31545,22.70492,21.14641,18.95299,17.725279999999998,M
20.10701,19.08835,18.84119,18.73183,18.718510000000002,F
17.064989999999998,16.399520000000003,15.5302,15.442979999999999,15.409629999999998,F
24.88893,22.941979999999997,21.108179999999997,19.24209,18.23104,M
25.13605,21.891779999999997,20.52283,18.46958,17.38741,M
24.46497,22.63891,21.093410000000002,19.22185,18.128320000000002,M
23.37906,23.3171,21.33837,19.22588,18.0407,M
20.393829999999998,19.2802,19.0829,19.00696,18.99618,A
24.7224,22.878439999999998,21.269479999999998,19.4845,18.44812,M
24.32364,23.02086,21.31096,19.334329999999998,18.26821,M
25.10238,22.31215,20.883020000000002,18.88895,17.72321,M
20.66787,20.55653,20.38652,19.57783,19.05213,M
20.0807,19.054029999999997,18.70649,18.55173,18.53862,F
18.23786,17.10589,16.84925,16.7759,16.78983,F
24.43534,22.43222,21.1011,18.91715,17.71686,M
22.97335,20.4116,18.758570000000002,16.7531,15.628179999999999,M
18.05245,17.07262,16.78379,16.68481,16.66491,F
17.8733,16.63374,16.545560000000002,16.537,16.53344,A
18.07224,17.037860000000002,16.68404,16.54087,16.506610000000002,F
18.67672,17.68404,17.40599,17.3108,17.27621,F
17.70016,16.77361,16.411720000000003,16.28163,16.24269,F
16.75045,15.82226,15.4865,15.35484,15.30874,F
19.266460000000002,18.21424,18.09664,18.10557,18.13427,A
19.01276,18.09331,17.850089999999998,17.79109,17.7909,A
22.03056,19.8678,18.51851,16.85755,15.90789,M
24.45226,21.33233,19.941,18.840320000000002,18.23766,M
24.8631,22.05688,20.45808,18.46409,17.36113,M
24.80844,21.9434,20.7138,20.10505,19.78835,M
17.20976,16.23235,16.013279999999998,15.92847,15.93065,F
20.826079999999997,18.08501,16.67595,15.81567,15.455670000000001,M
18.8755,17.895979999999998,17.73839,17.70341,17.77867,A
24.70575,23.53346,21.774929999999998,19.37718,18.08275,M
17.46874,16.4965,16.211920000000003,16.09303,16.0817,F
19.42634,18.13606,17.63198,17.44964,17.36732,F
17.21937,16.1865,15.89465,15.825820000000002,15.83845,F
18.86091,17.87647,17.57367,17.49214,17.476129999999998,F
18.05794,16.7008,16.6636,16.77679,16.87726,A
19.3855,18.18767,17.77872,17.62651,17.54766,F
17.22736,16.182000000000002,16.08739,16.074170000000002,16.11303,A
19.490820000000003,18.58088,18.19836,18.0836,18.06476,F
19.48473,18.54515,18.21189,18.08878,18.040960000000002,F
19.29981,18.60715,18.93393,19.1624,19.36345,A
17.09584,16.17773,15.91974,15.8165,15.790370000000001,A
18.52666,17.44215,17.06702,16.95918,16.89368,F
18.28896,17.0351,17.17305,17.31387,17.40522,A
17.974339999999998,17.0088,16.72631,16.60876,16.60155,F
24.32546,22.26587,20.67296,18.55174,17.42357,M
17.360870000000002,16.384529999999998,16.13795,16.03708,16.042170000000002,F
18.972379999999998,18.06193,17.7612,17.653389999999998,17.62302,F
24.47462,23.19109,21.74061,19.46927,18.2664,M
23.68531,21.78556,20.203979999999998,18.18964,17.04416,M
25.0244,22.51933,21.00145,18.70724,17.52133,M
20.072429999999997,19.02992,19.13166,19.26701,19.44041,A
17.905,16.99806,16.71,16.6016,16.58737,F
23.93273,22.183770000000003,20.65629,19.42594,18.76323,M
18.75525,17.682479999999998,17.67003,17.6864,17.7593,A
23.51466,22.25648,20.781670000000002,18.78726,17.7885,M
17.93123,17.01268,16.77786,16.67566,16.68435,A
19.46057,18.30507,17.863020000000002,17.67407,17.63897,F
19.69322,18.62997,18.52489,18.51245,18.569679999999998,A
17.718329999999998,16.79395,16.526429999999998,16.430889999999998,16.41964,F
21.12125,18.47865,17.09085,16.61129,15.367379999999999,M
25.73302,22.2841,20.50836,17.48021,15.830910000000001,M
19.87804,19.39241,19.47107,19.79638,20.596999999999998,M
17.64176,16.67996,16.3573,16.2381,16.21279,F
19.33165,18.41197,18.190579999999997,18.10051,18.0555,A
16.8754,15.54401,15.330029999999999,15.30396,15.33068,F
18.968429999999998,18.06873,17.78716,17.699289999999998,17.66465,F
17.269070000000003,16.29569,16.00478,15.89448,15.87116,F
16.58612,15.3743,15.29315,15.320820000000001,15.396270000000001,A
18.45218,17.26577,16.852439999999998,16.70886,16.68516,F
18.50976,17.52715,17.23862,17.12495,17.10693,F
17.07947,15.95819,15.608270000000001,15.48081,15.44665,F
17.12827,16.19881,15.935260000000001,15.81104,15.79618,A
19.29857,18.26213,17.867060000000002,17.70676,17.60952,F
20.17895,18.96559,18.71086,18.59874,18.58062,F
20.05183,20.24619,20.66256,20.8402,21.44568,A
19.5051,18.266170000000002,17.85321,17.70495,17.64744,F
19.40972,17.910729999999997,17.39818,17.2789,17.272370000000002,F
17.314220000000002,16.4164,16.152910000000002,16.06414,16.04104,F
18.08229,17.158739999999998,16.9059,16.81375,16.79935,A
19.17042,18.289270000000002,17.91459,17.803520000000002,17.75295,F
19.71406,18.72244,18.34207,18.2541,18.10361,F
18.96968,18.01838,17.70766,17.5963,17.60209,F
18.07338,17.07733,16.747410000000002,16.63182,16.590529999999998,F
24.039920000000002,22.50255,20.5232,19.67776,19.188879999999997,M
16.61294,15.02801,14.532470000000002,14.34295,14.29134,F
17.06183,15.9375,15.607579999999999,15.50257,15.47839,F
17.322589999999998,16.36508,16.08967,15.974429999999998,15.948670000000002,F
19.64161,18.49269,18.47324,18.471610000000002,18.55258,A
24.650029999999997,22.40796,20.85214,19.02145,17.956570000000003,M
22.73601,21.35069,20.8003,20.270789999999998,20.452479999999998,F
17.32946,15.94065,15.509839999999999,15.369489999999999,16.0834,F
23.89356,24.70852,22.33904,20.25354,18.768620000000002,M
23.63052,23.0564,21.499229999999997,19.14248,17.893620000000002,M
25.153660000000002,22.827270000000002,21.266070000000003,19.18584,18.16684,M
19.95994,19.03111,19.00924,19.06355,19.11971,A
17.65953,16.677120000000002,16.364279999999997,16.23752,16.212770000000003,F
25.07912,22.47814,21.1208,19.32316,18.214000000000002,M
23.699679999999997,22.344089999999998,20.99922,19.99681,19.43696,M
18.628120000000003,17.544810000000002,17.5141,17.544420000000002,17.58628,A
18.66894,17.656779999999998,17.33384,17.21947,17.20362,F
16.663339999999998,15.713479999999999,15.462079999999998,15.367270000000001,15.34959,A
23.7395,22.46162,21.06821,19.06259,17.92928,M
19.497770000000003,18.48575,18.16757,18.04094,18.02901,F
21.90333,20.80291,20.500329999999998,20.484720000000003,19.93395,F
